									landmark	id	x	y	id	x	y
132.8	-11.195464	8.17891	4.418741	204375	199343	21.194791	25.706898	2.556172	2	2	-2.938073	6.560886	3	0.143342	5.803906
133	-11.224191	8.08391	4.442408	204712	199653	21.11103	25.761975	2.563595	2	2	-2.677615	6.813363	3	-0.317728	6.096699
133.2	-11.25013	7.990178	4.470458	205045	199954	21.026896	25.816479	2.569847	2	2	-3.149588	7.353254	3	-0.436593	5.424688
133.4	-11.27354	7.89531	4.483607	205371	200265	20.942448	25.870497	2.57514	2	2	-2.86937	6.947369	3	-0.401088	5.614502
133.6	-11.295388	7.801486	4.501138	205695	200569	20.857736	25.924102	2.57965	2	2	-3.008674	7.141476	3	-0.230049	5.41255
133.8	-11.316167	7.704593	4.527435	206033	200877	20.7728	25.977351	2.583517	2	2	-2.906142	7.100487	3	-0.318471	5.326128
134	-11.334644	7.605831	4.547596	206372	201193	20.687673	26.030295	2.586854	2	2	-3.007305	7.275449	3	-0.195199	5.287531
134.2	-11.351605	7.503842	4.537077	206703	201536	20.602382	26.082973	2.589756	2	2	-3.340089	7.411431	3	-0.355608	5.020472
134.4	-11.368729	7.407172	4.552855	207032	201847	20.516947	26.135419	2.592304	2	2	-3.202257	7.392982	3	-0.423717	5.204409
134.6	-11.384982	7.306155	4.532694	207354	202192	20.431386	26.18766	2.594564	2	2	-3.037025	7.392967	3	0.04763	5.014739
134.8	-11.402145	7.211674	4.550225	207677	202495	20.345713	26.239717	2.596591	2	2	-3.207711	7.506066	3	-0.249189	5.144995
135	-11.417748	7.116301	4.574769	208006	202796	20.25994	26.291608	2.598436	2	2	-3.051207	8.035163	3	-0.652271	4.878825
135.2	-11.431953	7.013736	4.561621	208336	203141	20.174075	26.343348	2.600138	2	2	-2.945653	7.921104	3	-0.275974	4.703096
135.4	-11.447597	6.91076	4.550225	208669	203487	20.088124	26.394945	2.601735	2	2	-3.188451	7.776742	3	-0.321353	4.542565
135.6	-11.464166	6.809483	4.531818	208993	203832	20.002093	26.446409	2.603262	2	2	-3.380243	7.909677	3	-0.606966	4.623596
135.8	-11.482183	6.710792	4.540583	209325	204154	19.915985	26.497742	2.604751	2	2	-2.998594	8.161719	3	-0.19143	4.647933
136	-11.499754	6.609529	4.530064	209654	204495	19.8298	26.548948	2.606234	2	2	-3.106809	8.465932	3	-0.292852	4.128764
136.2	-11.517499	6.513283	4.542336	209980	204807	19.743539	26.600025	2.607748	2	2	-3.291059	8.201283	3	-0.368557	3.975931
136.4	-11.53414	6.416373	4.544966	210302	205126	19.657199	26.650967	2.609334	2	2	-3.050479	8.507028	3	-0.553238	4.360393
136.8	-11.563384	6.226268	4.583535	210951	205731	19.484259	26.752411	2.612967	2	2	-3.172448	9.099133	3	-0.504214	4.033168
137	-11.575684	6.131341	4.567757	211254	206052	19.404726	26.798744	2.615334	2	2	-3.313303	8.635245	3	-0.328652	3.890438
137.2	-11.589701	6.035102	4.573016	211574	206366	19.321349	26.846688	2.627183	2	2	-3.097031	9.031933	3	0.021484	3.663885
137.4	-11.603532	5.936512	4.598436	211913	206676	19.233562	26.895073	2.648473	2	2	-3.184464	9.144802	3	-0.291808	3.686451
137.6	-11.615863	5.828763	4.583535	212258	207038	19.144831	26.941709	2.666541	2	2	2.591581	9.151925	3	-0.587661	3.543482
137.8	-11.628124	5.734141	4.613338	212586	207332	19.055343	26.986879	2.681475	2	2	2.975573	8.958419	3	-0.728085	4.146105
138	-11.638242	5.632326	4.612461	212919	207666	18.965247	27.030827	2.693857	2	2	3.016711	8.756796	3	-0.403425	3.451259
138.2	-11.648235	5.532656	4.618597	213249	207989	18.874658	27.073753	2.70415	2	2	3.315373	9.484059	3	-0.622559	3.464902
138.4	-11.65776	5.4314	4.628239	213586	208315	18.783668	27.115824	2.712751	2	2	3.51451	9.467691	3	-0.410484	3.324506
138.6	-11.666205	5.33128	4.629116	213914	208642	18.692348	27.157175	2.719964	2	2	2.90113	9.567669	3	-0.837458	3.388168
138.8	-11.674435	5.232681	4.629992	214237	208964	18.600755	27.19792	2.726037	2	2	2.817251	9.689855	3	-0.759274	3.24333
139	-11.683083	5.12796	4.62035	214574	209312	18.508936	27.238152	2.731178	2	2	3.16562	9.932461	3	-0.617342	3.040602
139.2	-11.692078	5.030506	4.629116	214898	209626	18.416925	27.277947	2.735556	2	2	2.813687	9.912115	3	-0.832893	2.625835
139.4	-11.700665	4.927627	4.619474	215229	209968	18.324754	27.317367	2.739308	2	2	3.228784	10.050556	3	-0.636868	2.83541
139.6	-11.710542	4.821628	4.591424	215560	210331	18.232445	27.356466	2.742544	1	3	-0.534004	2.842855			
139.8	-11.722204	4.725694	4.605449	215883	210638	18.140018	27.395286	2.745357	1	3	-0.924884	3.206437			
140	-11.732797	4.627012	4.594053	216200	210968	18.047489	27.433862	2.747825	1	3	-0.904091	2.72199			
140.2	-11.74484	4.525716	4.59493	216533	211300	17.95487	27.472222	2.750012	1	3	-1.002513	2.525357			
140.4	-11.756471	4.427151	4.608078	216864	211616	17.862172	27.51039	2.751974	1	3	-0.894992	2.192726			
140.8	-11.77844	4.221695	4.586164	217525	212302	17.676568	27.586221	2.755401	1	3	-0.88568	2.305854			
141	-11.791591	4.118062	4.567757	217855	212653	17.583674	27.62391	2.756942	1	3	-1.285741	2.549871			
141.2	-11.806205	4.017725	4.579152	218192	212977	17.490723	27.661458	2.758413	1	3	-1.186182	2.761928			
141.4	-11.819879	3.915707	4.562497	218518	213322	17.397717	27.698872	2.759844	1	3	-1.035382	2.199199			
141.6	-11.835021	3.815448	4.56688	218851	213650	17.304658	27.736152	2.761267	1	3	-1.018958	2.432105			
141.8	-11.849789	3.714668	4.565127	219182	213983	17.211546	27.7733	2.762715	1	3	-1.151016	1.997953			
142.2	-11.87742	3.514087	4.568633	219844	214641	17.025154	27.847173	2.765849	1	3	-1.099292	2.270937			
142.4	-11.891529	3.416621	4.593177	220179	214948	16.931866	27.883877	2.767651	1	3	-1.381374	2.023623			
142.6	-11.902475	3.325236	4.614214	220491	215236	16.843176	27.918571	2.769811	1	3	-1.301747	1.970202			
142.8	-11.911887	3.229671	4.64577	220822	215531	16.750636	27.954206	2.781453	1	3	-1.594147	1.673568			
143	-11.918872	3.124979	4.644017	221163	215874	16.656453	27.988515	2.803042	1	3	-1.353591	2.063859			
143.2	-11.925663	3.02581	4.670314	221502	216183	16.561595	28.02092	2.821392	1	3	-1.398228	1.885659			
143.4	-11.929818	2.927109	4.696611	221839	216490	16.466208	28.051737	2.836556	1	3	-1.244456	2.062778			
143.6	-11.931411	2.826185	4.710636	222176	216811	16.370402	28.081232	2.849118	1	3	-1.398189	2.520023			
143.8	-11.931591	2.723102	4.698364	222505	217154	16.274263	28.109626	2.859556	1	3	-2.095141	2.318055			
144	-11.933005	2.622329	4.706253	222838	217478	16.177856	28.137101	2.868272	1	3	-1.844038	2.033955			
144.2	-11.933604	2.524617	4.717648	223163	217790	16.081232	28.163803	2.875577	1	3	-1.759134	2.191734			
144.4	-11.933081	2.425063	4.737809	223499	218103	15.98443	28.189857	2.881723	1	3	-1.920192	1.988009			
144.6	-11.930546	2.325386	4.741315	223826	218426	15.887482	28.215362	2.88692	1	3	-2.020205	1.732047			
144.8	-11.927609	2.223879	4.729044	224150	218764	15.790412	28.240401	2.891343	1	3	-2.31065	2.200773			
145	-11.926028	2.128939	4.761476	224478	219055	15.69324	28.265041	2.895129	1	3	-1.923224	2.040136			
145.2	-11.920977	2.026133	4.722031	224791	219413	15.595981	28.289339	2.898391	1	3	-2.266734	2.413541			
145.4	-11.919992	1.923974	4.702747	225113	219757	15.498649	28.313342	2.901223	1	3	-2.19327	2.190294			
145.6	-11.921026	1.816754	4.670314	225444	220125	15.401253	28.337085	2.903704	1	3	-2.109362	2.371586			
145.8	-11.925427	1.712229	4.635252	225765	220486	15.303802	28.360601	2.905899	1	3	-2.315185	2.625081			
146	-11.932744	1.617558	4.660672	226089	220781	15.206302	28.383915	2.907864	1	3	-2.352105	2.548512			
146.2	-11.937763	1.520587	4.670314	226411	221092	15.108758	28.407046	2.909646	1	3	-2.463119	2.897168			
146.4	-11.942125	1.416982	4.661548	226744	221435	15.011175	28.43001	2.911286	1	3	-2.314464	2.77825			
146.6	-11.947083	1.319546	4.67382	227069	221746	14.913556	28.452819	2.912819	1	3	-2.498359	2.640441			
146.8	-11.95094	1.219605	4.675573	227396	222071	14.815903	28.475482	2.914278	1	3	-2.66663	2.638651			
147	-11.954576	1.120884	4.67908	227720	222391	14.718217	28.498005	2.915693	1	3	-2.167782	2.842717			
147.2	-11.958019	1.017551	4.665055	228049	222736	14.620499	28.520391	2.917095	2	3	-2.487161	2.749489	4	0.16409	9.776382
147.4	-11.962867	0.915196	4.672067	228387	223066	14.52275	28.542639	2.918515	2	3	-2.408346	2.850573	4	-0.139869	9.889448
147.6	-11.966998	0.812809	4.670314	228720	223401	14.424969	28.564745	2.91999	2	3	-2.386011	3.186438	4	0.392468	9.857458
147.8	-11.971263	0.711503	4.662425	229046	223736	14.327155	28.586702	2.921565	2	3	-2.587389	3.191906	4	0.404258	10.01868
148	-11.976197	0.612838	4.672944	229374	224052	14.229304	28.608497	2.923301	2	3	-2.47478	3.23902	4	-0.006499	9.622204
148.2	-11.980135	0.513053	4.666808	229696	224381	14.13254	28.629861	2.92531	2	3	-2.646033	3.146841	4	0.061955	9.655322
148.4	-11.984923	0.408085	4.667684	230039	224723	14.034615	28.650956	2.936839	2	3	-2.645129	3.450757	4	-0.013469	9.366316
148.6	-11.989639	0.302652	4.657166	230377	225073	13.936255	28.670268	2.958584	2	3	-2.471063	3.536903	4	0.180402	9.279307
148.8	-11.995363	0.199113	4.674697	230725	225401	13.837521	28.68758	2.97708	2	3	-2.769664	3.730917	4	0.115005	9.264385
149	-11.999305	0.09457	4.674697	231066	225742	13.738508	28.703227	2.99236	2	3	-2.79007	3.62285	4	0.129086	9.443815
149.2	-12.002947	-0.002002	4.716772	231405	226033	13.639285	28.717494	3.005013	2	3	-2.928122	3.287498	4	-0.21245	8.849661
149.4	-12.002485	-0.107386	4.70713	231743	226382	13.539903	28.730613	3.015522	2	3	-2.530345	3.742841	4	0.077499	9.174147
149.6	-12.003009	-0.207093	4.710636	232070	226705	13.440399	28.742776	3.024293	2	3	-2.605908	3.674298	4	0.117639	8.621479
149.8	-12.003183	-0.305881	4.726414	232401	227018	13.340799	28.754138	3.03164	2	3	-2.597135	4.325215	4	-0.175384	8.871238
150	-12.00186	-0.400212	4.757094	232726	227308	13.241124	28.764827	3.037819	2	3	-3.04748	4.226662	4	-0.48659	8.766272
150.2	-11.997349	-0.501047	4.751834	233052	227640	13.141389	28.774949	3.04304	2	3	-2.700535	4.277298	4	0.289384	8.860399
150.4	-11.993241	-0.605123	4.728167	233378	227993	13.041606	28.784589	3.047481	2	3	-2.655537	4.1958	4	0.071509	8.224064
150.6	-11.991692	-0.703286	4.742192	233706	228305	12.941784	28.793819	3.05128	2	3	-2.345022	4.263467	4	0.0888	8.101722
150.8	-11.988735	-0.80249	4.748328	234033	228625	12.84193	28.802695	3.05455	2	3	-2.901022	4.50069	4	-0.398979	8.548975
151	-11.985003	-0.906274	4.740439	234367	228968	12.742049	28.811268	3.057387	2	3	-2.876919	4.328932	4	0.417372	8.025285
151.2	-11.982164	-1.007477	4.742192	234698	229297	12.642146	28.819574	3.059869	2	3	-3.071646	4.4	4	-0.333503	8.01562
151.4	-11.97928	-1.104228	4.786897	235039	229587	12.542223	28.827648	3.062064	2	3	-2.633806	4.497277	4	-0.16737	7.729165
151.6	-11.97172	-1.205496	4.790403	235372	229916	12.442283	28.835513	3.064025	2	3	-2.957075	4.956469	4	-0.336067	7.586129
151.8	-11.963519	-1.310407	4.750081	235692	230282	12.342329	28.843192	3.065801	2	3	-2.638165	4.906405	4	0.061766	7.520292
152	-11.959814	-1.408665	4.771995	236025	230590	12.242362	28.850701	3.067433	2	3	-3.189023	4.737608	4	-0.372388	7.430161
152.2	-11.954231	-1.502225	4.81144	236353	230873	12.142384	28.858052	3.068956	2	3	-2.891311	4.943112	4	0.226929	7.21997
152.4	-11.944871	-1.596407	4.838614	236677	231166	12.042394	28.865255	3.070402	2	3	-2.855728	5.456479	4	-0.087922	7.53559
152.6	-11.932666	-1.692584	4.847379	236998	231477	11.942394	28.872316	3.071802	2	3	-3.018698	5.332064	4	0.108683	6.897868
152.8	-11.91964	-1.788497	4.865787	237324	231782	11.842385	28.879237	3.073185	2	3	-2.38531	5.819966	4	-0.445672	7.32101
153	-11.903631	-1.892038	4.852639	237658	232131	11.742366	28.88602	3.074581	2	3	-2.95319	5.438961	4	-0.21988	6.795602
153.2	-11.889028	-1.995476	4.855268	238000	232470	11.642337	28.892661	3.076027	2	3	-2.743477	5.727407	4	-0.420564	7.151308
153.4	-11.874874	-2.093865	4.8728	238334	232784	11.542299	28.899152	3.077564	2	3	-2.833058	5.53557	4	-0.126451	6.996258
153.6	-11.858801	-2.193203	4.8728	238662	233112	11.44225	28.905483	3.07925	2	3	-2.708212	5.884127	4	-0.045214	6.8919
153.8	-11.84388	-2.285423	4.89822	238981	233402	11.34219	28.911633	3.081169	2	3	-2.69918	5.953166	4	0.038764	6.71106
154	-11.827668	-2.371656	4.92101	239280	233675	11.251514	28.917015	3.083598	2	3	-3.083286	5.553602	4	0.457643	6.579167
154.2	-11.808796	-2.460798	4.94906	239593	233956	11.159421	28.921942	3.095551	2	3	-3.099269	5.738938	4	-0.167644	6.863875
154.4	-11.786245	-2.554298	4.97974	239924	234252	11.059244	28.925457	3.11748	2	3	-3.235458	6.089298	4	0.050697	6.607663
154.6	-11.759499	-2.651944	4.995518	240263	234573	10.959015	28.92692	3.136141	2	3	-2.846665	5.921615	4	-0.213154	6.219731
154.8	-11.731558	-2.747977	5.006037	240595	234893	10.858774	28.926678	-3.131614	2	3	-3.142041	6.431337	4	0.066517	6.279313
155	-11.703408	-2.841069	5.018309	240919	235203	10.758544	28.925027	-3.118826	2	3	-2.693752	6.634213	4	0.079938	6.188779
155.2	-11.674534	-2.932491	5.048988	241249	235498	10.65834	28.922205	-3.108192	2	3	-2.990338	6.557828	4	-0.14961	5.962867
155.4	-11.642717	-3.023419	5.078791	241580	235795	10.558167	28.918406	-3.099308	2	3	-3.211543	6.431777	4	-0.630742	5.745109
155.6	-11.607985	-3.113932	5.098076	241907	236100	10.458027	28.913791	-3.091856	2	3	-3.251486	6.628837	4	0.097291	5.78493
155.8	-11.569782	-3.208021	5.08931	242233	236436	10.357921	28.90849	-3.085581	2	3	-2.811818	7.22382	4	-0.34928	5.678179
156	-11.533535	-3.29959	5.103335	242562	236749	10.257846	28.90261	-3.080271	2	3	-2.944787	7.208	4	-0.268117	5.425864
156.2	-11.494078	-3.395321	5.088433	242891	237095	10.157802	28.896239	-3.075748	2	3	-3.154397	7.586371	4	-0.23416	5.73142
156.4	-11.456165	-3.491344	5.070026	243217	237442	10.057785	28.889447	-3.071871	2	3	-3.191707	7.451343	4	-0.372417	5.374762
156.6	-11.421369	-3.584457	5.078791	243546	237761	9.957792	28.882295	-3.068528	2	3	-2.936338	7.360398	4	-0.301593	5.248022
156.8	-11.384658	-3.680125	5.063013	243871	238104	9.857822	28.874831	-3.065621	2	3	-3.08582	6.908545	4	-0.120731	5.174071
157	-11.350357	-3.773911	5.079668	244206	238420	9.757873	28.867094	-3.063071	2	3	-2.942072	7.504447	4	0.240178	5.279003
157.2	-11.313507	-3.86969	5.063013	244531	238764	9.657943	28.859117	-3.06081	2	3	-3.357197	7.487899	4	-0.470317	5.042057
157.4	-11.279786	-3.961892	5.080544	244861	239074	9.558029	28.850925	-3.058784	2	3	-2.681802	7.884805	4	-0.252766	5.161047
157.6	-11.245226	-4.051485	5.120866	245197	239364	9.458132	28.842541	-3.056942	2	3	-3.026302	7.744362	4	-0.473187	4.739485
157.8	-11.203792	-4.147213	5.094569	245522	239719	9.35825	28.83398	-3.055243	2	3	-2.848815	8.020472	4	-0.345945	4.775124
158	-11.166034	-4.241152	5.08931	245849	240052	9.258381	28.825254	-3.053651	2	3	-3.255647	7.914189	4	-0.099816	4.978914
158.2	-11.128884	-4.335002	5.075285	246170	240389	9.158527	28.816374	-3.052131	2	3	-3.051694	7.834273	4	-0.362792	4.632807
158.4	-11.093979	-4.426927	5.098952	246504	240696	9.058686	28.807343	-3.050651	2	3	-3.345745	8.34865	4	-0.601621	4.369139
158.6	-11.054017	-4.525103	5.057754	246826	241065	8.958858	28.798165	-3.049179	2	3	-3.126585	8.06654	4	-0.508625	4.67483
158.8	-11.01969	-4.620512	5.053371	247154	241398	8.859044	28.788839	-3.047679	2	3	-3.364419	8.152265	4	0.004758	4.204857
159	-10.987167	-4.712167	5.074408	247483	241703	8.759244	28.779361	-3.046111	2	3	-3.58787	8.045309	4	-0.178856	4.450941
159.2	-10.950931	-4.807852	5.064766	247811	242042	8.659461	28.769719	-3.044421	2	3	-3.235637	8.142482	4	-0.150135	3.926597
159.4	-10.9171	-4.89985	5.065643	248131	242361	8.559694	28.7599	-3.042535	2	3	-2.901207	8.540874	4	-0.418809	3.822869
159.6	-10.886109	-4.983903	5.083174	248433	242643	8.467263	28.75061	-3.04023	2	3	-2.734525	9.154317	4	-0.575033	3.898805
160	-10.814344	-5.165676	5.135768	249100	243250	8.270951	28.727953	-3.007089	2	3	-3.636013	9.197374	4	-0.651593	3.461229
160.2	-10.773253	-5.256861	5.149793	249434	243568	8.171745	28.713593	-2.988952	2	3	2.949352	9.233179	4	-0.680745	3.810053
160.4	-10.733227	-5.342458	5.200633	249771	243847	8.072788	28.697596	-2.973962	2	3	3.290329	9.144105	4	-0.748799	3.685134
160.6	-10.684801	-5.433632	5.189238	250101	244190	7.974057	28.680247	-2.961537	2	3	3.248564	9.068332	4	-0.592221	3.521378
160.8	-10.637558	-5.52508	5.179596	250431	244531	7.875529	28.661779	-2.951209	2	3	3.112355	9.220316	4	-0.250565	3.051246
161	-10.592719	-5.613966	5.190991	250762	244849	7.777178	28.642379	-2.942581	2	3	3.033536	9.386177	4	-0.358597	3.286706
161.2	-10.544114	-5.707646	5.178719	251099	245200	7.678984	28.622201	-2.935347	2	3	2.857594	9.547863	4	-0.420685	3.137392
161.4	-10.500319	-5.794653	5.193621	251425	245509	7.580926	28.601371	-2.929257	2	3	3.1732	9.754865	4	-1.066564	3.057407
161.8	-10.405758	-5.971258	5.181349	252071	246169	7.385148	28.558142	-2.919716	2	3	2.55961	9.747416	4	-0.977879	2.977747
162	-10.360486	-6.060613	5.190991	252403	246490	7.287399	28.535896	-2.915958	2	3	3.278372	9.85072	4	-0.741304	2.843965
162.6	-10.219689	-6.340562	5.149793	253401	247535	6.994587	28.467285	-2.907432	1	4	-1.04703	2.790357			
162.8	-10.177843	-6.43005	5.153299	253725	247855	6.8971	28.443918	-2.905244	1	4	-1.073496	2.714838			
163.2	-10.089612	-6.613829	5.154175	254390	248519	6.702267	28.396596	-2.901502	1	4	-1.101601	2.543501			
163.4	-10.047178	-6.703549	5.163818	254719	248837	6.604914	28.372678	-2.899861	1	4	-1.062374	2.452616			
163.6	-10.004349	-6.791889	5.183102	255050	249146	6.507598	28.348605	-2.898324	1	4	-1.088378	2.486797			
163.8	-9.95732	-6.884309	5.184855	255389	249483	6.410319	28.324386	-2.896859	1	4	-1.030673	2.571436			
164	-9.909221	-6.978421	5.164694	255722	249839	6.313075	28.300026	-2.895434	1	4	-1.153992	2.700018			
164.6	-9.78045	-7.259205	5.131385	256710	250865	6.021553	28.226114	-2.891083	1	4	-1.252225	2.294512			
164.8	-9.737825	-7.354913	5.107718	257038	251220	5.924453	28.201185	-2.889478	1	4	-1.054683	2.059451			
165	-9.699662	-7.446365	5.121743	257369	251535	5.827396	28.176092	-2.887698	1	4	-1.393037	2.676404			
165.4	-9.622418	-7.625046	5.138397	258013	252160	5.637843	28.126155	-2.873988	1	4	-1.734307	1.921796			
165.6	-9.582102	-7.713887	5.1682	258348	252461	5.541465	28.098604	-2.852344	1	4	-1.648915	1.927592			
165.8	-9.536793	-7.806308	5.176089	258688	252792	5.445662	28.069112	-2.833941	1	4	-1.448432	2.36362			
166	-9.493638	-7.892607	5.215535	259025	253084	5.350365	28.038018	-2.818736	1	4	-1.913599	2.049921			
166.2	-9.44556	-7.979959	5.219041	259352	253407	5.255506	28.005605	-2.806141	1	4	-1.537753	1.893919			
166.4	-9.39673	-8.067946	5.231313	259687	253728	5.161026	27.972104	-2.795677	1	4	-1.74006	2.234575			
166.6	-9.347736	-8.15373	5.254103	260022	254037	5.06687	27.937698	-2.786941	1	4	-1.837627	2.171951			
166.8	-9.300438	-8.232328	5.289166	260341	254316	4.972992	27.902539	-2.779621	1	4	-1.962315	2.048009			
167	-9.245981	-8.316035	5.304067	260675	254633	4.879352	27.866748	-2.773463	1	4	-2.05264	1.89789			
167.2	-9.190026	-8.399303	5.309327	261005	254957	4.785916	27.830427	-2.768256	1	4	-1.892236	2.04442			
167.4	-9.131047	-8.486082	5.272511	261326	255320	4.692656	27.793656	-2.763827	1	4	-2.086101	2.426235			
167.6	-9.080436	-8.566785	5.303191	261654	255613	4.599548	27.756502	-2.760036	1	4	-2.178735	1.969328			
167.8	-9.025066	-8.649338	5.310203	261982	255933	4.506571	27.71902	-2.756771	1	4	-2.175019	2.13981			
168	-8.969033	-8.731627	5.316339	262310	256254	4.413708	27.681255	-2.753937	1	4	-2.035737	1.858061			
168.2	-8.911624	-8.814834	5.30845	262635	256588	4.320946	27.643243	-2.751455	1	4	-2.156458	2.136726			
168.4	-8.853066	-8.901156	5.278647	262958	256945	4.228273	27.605015	-2.74926	1	4	-2.309358	2.575972			
168.6	-8.798175	-8.987503	5.272511	263288	257282	4.135679	27.566594	-2.747295	1	4	-2.3758	2.463907			
168.8	-8.744304	-9.073405	5.271635	263618	257613	4.043157	27.528	-2.745515	1	4	-2.251964	2.69958			
169	-8.689614	-9.160784	5.269881	263953	257950	3.950702	27.489247	-2.743878	1	4	-2.274345	2.490601			
169.2	-8.637836	-9.243833	5.283906	264280	258261	3.858307	27.450349	-2.742348	1	4	-2.518707	2.88391			
169.4	-8.581828	-9.330922	5.25498	264601	258615	3.765971	27.411313	-2.740893	1	4	-2.425426	2.46499			
169.6	-8.530343	-9.41631	5.261992	264930	258936	3.673691	27.372144	-2.739483	1	4	-2.569197	2.97556			
169.8	-8.481946	-9.495318	5.295302	265251	259219	3.581466	27.332846	-2.738088	2	4	-2.656521	2.888905	5	0.081895	9.92553
170	-8.426976	-9.578689	5.303191	265581	259540	3.489296	27.293419	-2.736675	2	4	-2.222564	2.658152	5	-0.049054	10.018889
170.2	-8.370068	-9.663535	5.290919	265907	259880	3.397182	27.25386	-2.73521	2	4	-2.521382	2.770087	5	0.210637	9.726915
170.4	-8.3158	-9.746632	5.302314	266237	260197	3.305129	27.214161	-2.733648	2	4	-2.347937	3.163525	5	-0.064861	9.334219
170.6	-8.259308	-9.831018	5.295302	266564	260532	3.213141	27.174311	-2.731929	2	4	-2.351632	3.55604	5	-0.238403	9.686738
170.8	-8.201045	-9.919384	5.265499	266892	260894	3.121227	27.134292	-2.729962	2	4	-2.753528	2.936494	5	-0.063003	9.612161
171	-8.153822	-9.995872	5.272511	267189	261183	3.038123	27.097895	-2.727457	2	4	-2.546078	3.320308	5	0.199141	9.396347
171.2	-8.104759	-10.074106	5.269005	267488	261486	2.956134	27.061405	-2.715395	2	4	-2.634661	3.402214	5	0.210996	9.120266
171.4	-8.048516	-10.164494	5.256733	267828	261840	2.865322	27.01897	-2.693562	2	4	-2.587462	3.389789	5	0.277926	9.176884
171.6	-7.995769	-10.251629	5.272511	268169	262163	2.775391	26.974693	-2.674992	2	4	-2.484031	3.792778	5	0.012565	8.791704
171.8	-7.944017	-10.334152	5.301438	268503	262464	2.68622	26.928901	-2.659636	2	4	-2.494279	3.816164	5	-0.023449	9.192936
172	-7.885042	-10.422414	5.282153	268838	262821	2.597698	26.881863	-2.646904	2	4	-2.604019	3.443787	5	0.027788	8.553847
172.2	-7.832828	-10.503917	5.297055	269162	263128	2.509728	26.833798	-2.636316	2	4	-2.923806	3.404734	5	-0.1509	8.698664
172.8	-7.667206	-10.759419	5.271635	270140	264135	2.248366	26.685037	-2.61379	2	4	-2.75655	4.109042	5	0.207387	8.648403
173	-7.609586	-10.851479	5.233066	270472	264511	2.161896	26.634318	-2.608496	2	4	-3.043711	4.291588	5	-0.298806	8.530071
173.2	-7.559602	-10.93864	5.242708	270805	264833	2.075676	26.583176	-2.603985	2	4	-2.702239	4.496747	5	-0.156393	8.363985
173.4	-7.509557	-11.023992	5.25235	271133	265150	1.98967	26.531673	-2.600117	2	4	-2.854528	4.137931	5	-0.082379	8.039458
173.6	-7.456404	-11.112672	5.227807	271456	265501	1.903849	26.479861	-2.59678	2	4	-3.017886	4.650825	5	-0.19019	8.283645
173.8	-7.407787	-11.198493	5.22693	271777	265823	1.818191	26.427781	-2.593877	2	4	-2.65243	4.301638	5	-0.054216	7.9751
174	-7.360679	-11.28182	5.260239	272108	266116	1.732674	26.375469	-2.591329	2	4	-2.716169	4.754929	5	-0.144811	7.855758
174.2	-7.308266	-11.367721	5.267252	272440	266440	1.647283	26.32295	-2.589069	2	4	-2.215742	4.854377	5	0.157066	7.688241
174.4	-7.256707	-11.450907	5.28303	272768	266750	1.562005	26.270249	-2.587041	2	4	-2.914389	4.765283	5	0.010382	8.111764
174.6	-7.202764	-11.534946	5.2804	273092	267077	1.476829	26.217383	-2.585196	2	4	-3.052966	4.821402	5	-0.141237	7.689849
174.8	-7.149043	-11.619127	5.267252	273410	267410	1.391747	26.164366	-2.583494	2	4	-3.046504	4.83125	5	-0.299625	7.3056
175	-7.098453	-11.700748	5.279524	273730	267716	1.306752	26.111209	-2.581896	2	4	-3.200975	5.118839	5	-0.312095	7.394484
175.2	-7.046618	-11.782129	5.299684	274056	268019	1.221841	26.057919	-2.580369	2	4	-2.644635	5.145048	5	-0.21328	7.20749
175.4	-6.989073	-11.868579	5.290042	274389	268363	1.13701	26.004501	-2.57888	2	4	-2.53663	5.20817	5	0.123659	6.926355
175.6	-6.937223	-11.948126	5.315463	274713	268658	1.052258	25.950957	-2.577397	2	4	-2.699498	5.661578	5	-0.087578	7.184549
175.8	-6.880497	-12.030498	5.30845	275035	268988	0.967586	25.897287	-2.575883	2	4	-3.063803	5.528264	5	0.17653	6.927524
176	-6.827449	-12.108696	5.3365	275359	269280	0.882998	25.843485	-2.574297	2	4	-2.777764	5.328016	5	-0.080191	7.005654
176.2	-6.768913	-12.189982	5.33387	275684	269608	0.798499	25.789544	-2.572583	2	4	-2.903915	5.636352	5	0.040672	6.590093
176.4	-6.709251	-12.273292	5.312833	276006	269954	0.714098	25.735449	-2.570664	2	4	-2.926728	5.661602	5	0.086442	6.569852
176.6	-6.660022	-12.345181	5.351402	276312	270216	0.636707	25.685619	-2.568297	2	4	-3.034096	6.052199	5	0.318998	6.786048
176.8	-6.599823	-12.426201	5.33913	276634	270552	0.556135	25.633095	-2.556448	2	4	-3.166871	6.146497	5	0.469479	6.410011
177	-6.539634	-12.50932	5.357537	276979	270876	0.473168	25.576843	-2.535163	2	4	-2.739723	5.854637	5	-0.136438	6.763177
177.2	-6.480784	-12.587518	5.387341	277315	271178	0.391332	25.518956	-2.517101	2	4	-2.737819	6.218306	5	-0.007612	6.524825
177.4	-6.417522	-12.666562	5.397859	277651	271502	0.310457	25.45973	-2.502171	2	4	-3.134487	6.488898	5	-0.007847	6.03439
177.6	-6.356344	-12.741373	5.427662	277983	271800	0.230395	25.399407	-2.489793	2	4	-2.951063	6.16139	5	-0.25539	5.908533
177.8	-6.290048	-12.817687	5.433798	278316	272126	0.15102	25.338182	-2.479503	2	4	-3.325403	6.641765	5	-0.145814	6.052372
